,rho,eta.1,eta.2,delta,mu,sigma.sq,CIrho,CIeta.1,CIeta.2,CIdelta,CImu,CIsigma.sq
result.136,4.569049608,0.942120156,3.477589137,-1.167591133,-10.67146477,96.93291285,1,1,1,1,1,1
result.137,6.487142967,0.923796307,2.658211721,-0.557881408,-4.862063212,104.6595958,1,1,1,1,1,1
result.138,3.350251359,0.9814487,3.169562196,-1.581078754,-10.49086051,95.49625025,1,0,1,1,1,1
result.139,5.708576969,0.829229347,3.380707438,-2.623890851,-26.97383676,97.48068233,1,1,1,0,0,1
result.140,4.350516294,0.850722932,3.406758201,-2.223275618,-22.80007355,94.72205927,1,1,1,0,0,1
result.141,4.446239425,0.913441584,2.725726783,-2.342228706,-26.94671437,93.62848954,1,1,1,0,0,1
result.142,4.398644014,0.901809296,3.26347946,-2.454073189,-25.24698773,99.03748955,1,1,1,0,0,1
result.143,6.204020503,0.901510524,3.14400474,-0.363732545,-5.475793879,102.1339632,1,1,1,1,1,1
result.144,5.235281067,0.880476934,1.780688054,-2.003824974,-21.66505729,102.8524051,1,1,1,0,0,1
result.145,6.652278615,0.870233648,3.470699758,-2.851966032,-22.48630752,100.0452279,1,1,1,1,1,1
result.146,6.126885713,0.888591156,1.7841132,-2.341222159,-24.69197612,93.0082449,1,1,1,0,0,1
result.147,5.36579629,0.849111556,2.462867374,-2.586525671,-26.43738566,95.72740842,1,1,1,0,0,1
result.148,6.508080539,0.879658605,3.147793877,-0.167050065,-6.617766547,102.8483496,1,1,1,1,1,1
result.149,3.361007925,0.868790641,2.724433942,-2.25915555,-26.55056322,109.5325906,1,1,1,0,0,1
result.150,5.095646415,0.812144439,3.986904334,-2.429953106,-24.40791182,105.4731453,1,1,1,0,0,1
result.151,3.201422936,0.934698983,3.828903028,0.459350728,-2.269226849,93.03157644,0,1,1,1,1,1
result.152,4.638746765,0.876447161,2.284752192,-2.031423407,-25.70213166,111.3192151,1,1,1,0,0,0
result.153,4.845054772,0.834717939,2.973874312,-2.329296135,-24.76723846,101.0869622,1,1,1,0,0,1
result.154,5.111242944,0.855749089,2.583612191,-2.420251489,-25.65478397,104.5579016,1,1,1,0,0,1
result.155,4.046248144,0.951764557,2.920317269,-0.636543952,-2.185610442,95.06198583,1,0,1,1,1,1
result.156,5.711831488,0.930564456,2.563703641,-0.846915515,-9.853285807,93.9312469,1,1,1,1,1,1
result.157,5.337185553,0.897869693,2.674133771,-2.398456017,-27.95924885,98.51058285,1,1,1,0,0,1
result.158,5.186965614,0.933009709,3.460658691,-2.8620126,-29.87680889,99.96279278,1,1,1,1,1,1
result.159,5.307749498,0.903844342,3.421559414,-2.560192985,-26.48869997,100.3543041,1,1,1,0,0,1
result.160,6.122094031,0.771870592,3.33256197,-2.617750279,-25.77567495,101.3986989,1,0,1,0,0,1
result.161,6.390386922,0.91812302,3.622536552,-0.788720911,-10.44998608,99.80829518,1,1,1,1,1,1
result.162,4.751479808,0.941039048,3.522411118,-0.649431158,-6.247804123,97.8861422,1,1,1,1,1,1
result.163,5.887679235,0.927054474,2.146561903,-0.569204449,-7.770827066,99.90217916,1,1,1,1,1,1
result.164,4.713006088,0.91930663,3.609121994,-0.168983337,-5.048899388,106.6101111,1,1,1,1,1,1
result.165,5.293334225,0.854898278,3.191225437,-2.292322901,-21.67592581,101.9031938,1,1,1,0,0,1
result.166,4.575372247,0.905070406,4.171526363,-0.467671169,-11.45190652,96.08380562,1,1,1,1,1,1
result.167,4.202984992,0.945771886,3.504543556,-0.511758205,-5.824702429,96.10140124,1,1,1,1,1,1
result.168,7.129496138,0.832069162,2.732738832,-2.597710314,-26.10288692,99.24487121,0,1,1,0,0,1
result.169,4.358405792,0.901894058,3.914672659,-2.555614105,-26.6384479,104.4189596,1,1,1,0,0,1
result.170,4.753378609,0.959536509,2.968152246,-1.894484139,-17.36733727,94.2015761,1,0,1,1,1,1
result.171,4.460130245,0.820816561,3.629114092,-2.551508131,-25.05010396,107.4201502,1,1,1,0,0,1
result.172,4.826888825,0.864817726,2.555647214,-2.309509186,-24.80178921,99.90142163,1,1,1,0,0,1
result.173,5.923684438,0.909172409,2.491993133,-0.525685474,-8.170959342,96.06780596,1,1,1,1,1,1
result.174,5.546127415,0.89576014,1.320169909,-2.290297046,-25.7457437,96.82789347,1,1,0,0,0,1
result.175,4.791225403,0.885226125,2.690519563,-2.141397056,-23.91938123,103.6502838,1,1,1,0,0,1
result.176,5.824636318,0.861410733,2.509105551,-2.20520902,-23.01051763,99.24559666,1,1,1,0,0,1
result.177,5.176635731,0.846108029,2.779900429,-2.25269789,-23.91657206,100.1897077,1,1,1,0,0,1
result.178,5.696715756,0.910083085,2.718498058,-0.346891071,-5.579558204,93.17163881,1,1,1,1,1,1
result.179,6.649308291,0.927655629,2.023022325,-0.690744034,-0.446076709,93.28007682,1,1,1,1,1,1
result.180,3.443434102,0.919535135,4.507506966,-2.620085428,-23.81287024,94.56837287,0,1,0,0,0,1
result.181,3.847574456,0.89756349,3.344971884,-2.057830259,-21.86772956,95.24131402,1,1,1,0,0,1
result.182,5.09652998,0.92444434,3.015775034,-0.310595577,-3.30988426,100.1200206,1,1,1,1,1,1
result.183,5.426368107,0.914945247,2.141493561,-0.064171894,-0.764481864,98.90875059,1,1,1,1,1,1
result.184,4.87846556,0.86944939,3.898143486,0.254334814,-7.368386827,95.48020229,1,1,1,1,0,1
result.185,5.740330656,0.893605307,2.815618218,0.030610009,-5.401220534,99.47177828,1,1,1,1,1,1
result.186,5.77992184,0.905372199,2.696099409,-2.642304403,-27.19532711,103.6578409,1,1,1,0,0,1
result.187,6.493785174,0.911597508,3.099637045,-0.692834698,-8.743128302,96.27123984,1,1,1,1,1,1
result.188,3.920761586,0.917072889,2.075943022,-1.854961027,-20.92650075,106.1817004,1,1,1,0,0,1
result.189,4.6353134,0.864063091,3.241872797,-2.46363398,-24.42224472,94.43509607,1,1,1,0,0,1
result.190,4.781904858,0.929563225,2.460135735,-2.301465298,-24.54386241,94.85511908,1,1,1,0,1,1
result.191,5.49805689,0.896299923,3.595681776,-2.772651049,-27.60512976,97.4887545,1,1,1,1,1,1
result.192,5.170476971,0.948474119,4.797054827,-1.050180051,-10.21323235,101.8826791,1,1,1,1,1,1
result.193,3.838349834,0.933374061,3.938764482,-2.500835199,-25.95198695,90.62699632,1,1,1,1,1,1
result.194,6.262300162,0.879230928,2.236568202,0.518633962,1.631283608,96.97963651,1,1,1,1,1,1
result.195,5.456931671,0.935772789,3.359159932,-0.709205232,-6.08058679,99.42666652,1,1,1,1,1,1
result.196,4.909364074,0.893915879,2.748220768,-2.3483038,-24.48749879,103.3164784,1,1,1,0,0,1
result.197,5.971101896,0.890477508,3.390038054,-0.116038552,-6.0349851,101.7150325,1,1,1,1,1,1
result.198,5.968841652,0.891693417,3.830252379,-3.039857581,-29.35295961,96.99168852,1,1,1,1,1,1
result.199,5.042453979,0.932013729,2.884162039,-2.478597229,-26.01635188,103.6856992,1,1,1,1,1,1
result.200,5.139336247,0.855740405,3.873644373,-2.587578817,-24.97345008,102.6678542,1,1,1,0,0,1
result.201,4.083137477,0.898781463,3.665325147,-2.609558705,-27.19432949,109.3029012,1,1,1,0,0,1
result.202,5.329767516,0.907232003,2.847772654,-0.012203441,-2.466598101,104.6945792,1,1,1,1,1,1
result.203,4.820666624,0.892327389,3.408018633,-0.088853712,-7.248216695,105.5995486,1,1,1,1,1,1
result.204,4.047707165,0.893086761,2.472976278,-2.147221862,-22.6216417,94.63137483,1,1,1,0,0,1
result.205,5.310140544,0.84616592,3.003665345,-2.129223413,-18.78539793,101.4792579,1,1,1,0,0,1
result.206,5.631830852,0.964833029,1.409058806,-3.253922644,-40.67934179,99.86528424,1,0,1,1,1,1
result.207,5.40216534,0.95257898,3.607905279,-1.01147795,-11.15576709,92.56281187,1,0,1,1,1,1
result.208,4.66940922,0.962482211,2.011077282,-0.790762316,-5.282935238,104.2555708,1,0,1,1,1,1
result.209,6.604171807,0.864222142,3.461257729,-3.035716564,-28.53815061,92.97519722,1,1,1,0,1,1
result.210,5.918777423,0.98658643,3.784189143,-2.483274813,-19.99758754,94.0506822,1,0,1,1,1,1
result.211,5.633750812,0.875562626,3.278729538,-2.574196101,-28.19514466,108.2505447,1,1,1,0,0,1
result.212,5.324355587,0.934477718,3.996722447,-0.769526957,-3.755200516,99.50705977,1,1,1,1,1,1
result.213,4.868122801,0.832190809,3.430162574,-2.355084301,-21.93342629,105.4443772,1,1,1,0,0,1
result.214,3.783768893,0.911795055,3.891054671,1.655101241,7.816483843,101.3402599,1,1,1,1,1,1
result.215,4.95266557,0.941640801,2.300701603,-0.473072061,-4.814385222,92.56657984,1,1,1,1,1,1
result.216,4.27172357,0.949778254,2.796963414,-1.038423146,-8.209586832,93.12729131,1,0,1,1,1,1
result.217,6.33905848,0.828971555,2.591391426,-2.388370113,-25.15900889,103.2292392,1,1,1,0,0,1
result.218,3.785211646,0.89348157,3.621630401,-2.483133299,-23.83968113,98.60524579,1,1,1,0,0,1
result.219,3.385107491,0.92312785,3.573237379,-2.308200378,-22.863995,93.68358236,0,1,1,0,0,1
result.220,5.048324519,0.820924358,3.553954043,-2.45434885,-25.27329608,101.8017387,1,1,1,0,0,1
result.221,4.303310007,0.903608656,3.388240562,1.16329353,2.442599369,103.8406837,1,1,1,1,1,1
result.222,4.781378237,0.902841462,3.480638324,-0.11492942,-5.717613336,93.31621511,1,1,1,1,1,1
result.223,4.5564915,0.905845371,3.518898136,-2.720302938,-26.38567911,103.1462181,1,1,1,0,0,1
result.224,4.26138239,0.82710929,3.482873615,-2.374203833,-25.19313184,104.7892615,1,1,1,0,0,1
result.225,4.779934999,0.97862067,2.294486441,-2.489306702,-24.25688604,96.81769412,1,0,1,1,1,1
result.226,5.521019543,0.807156419,3.285869892,-2.446676057,-25.85862084,99.38778073,1,1,1,0,0,1
result.227,4.288583477,0.92139679,3.407187813,-2.653840855,-27.76352773,103.5633764,1,1,1,0,0,1
result.228,4.608261358,0.851393415,2.975854512,-2.46675715,-23.15965246,108.4910787,1,1,1,0,0,1
result.229,6.287678266,0.922179431,3.394172645,-0.878998851,-10.44003082,98.23774739,1,1,1,1,1,1
result.230,6.015554517,0.931208755,2.586698158,-2.692079926,-31.96722855,106.6987764,1,1,1,1,1,1
result.231,4.130333007,0.926396372,2.192580922,-2.677270129,-26.92474872,94.19060681,1,1,1,0,0,1
result.232,4.549397244,0.967483726,3.319652767,-1.244246706,-10.77598577,96.10254861,1,0,1,1,1,1
result.233,5.049913952,0.863132036,3.834605763,-2.612086871,-25.19264768,107.467135,1,1,1,0,0,1
result.234,5.528243299,0.893179651,1.674443179,-2.555234914,-26.42309279,89.41329947,1,1,1,0,0,0
result.235,4.30479003,0.958055751,3.181472984,-1.136521931,-10.59858386,96.07805317,1,0,1,1,1,1
result.236,5.388285615,0.904535741,3.153853242,-2.555439385,-24.50161891,98.67064408,1,1,1,0,1,1
result.237,4.553538639,0.885733228,3.413740892,-2.273879947,-23.20709449,104.1413948,1,1,1,0,0,1
result.238,5.699584258,0.854913591,0.81353346,-2.414495445,-25.48686734,102.8982476,1,1,1,0,0,1
result.239,5.393354402,0.931384217,3.413028269,-2.892845923,-26.03902543,100.554104,1,1,1,1,1,1
result.240,5.862505529,0.855053354,2.643308275,-2.523302687,-24.77873479,110.3600435,1,1,1,0,0,1
result.241,5.845336401,0.876608537,2.759587028,-2.661620012,-26.59030138,91.5298257,1,1,1,0,0,0
result.242,4.167219039,0.96208515,1.842434682,-1.048352245,-4.303467385,92.79986512,1,0,1,1,1,1
result.243,7.022955345,0.850026361,3.542333467,-3.015457386,-27.89929919,112.4503943,1,1,1,0,0,0
result.244,5.22474713,0.905320507,3.049166305,-2.607346435,-26.9294743,92.35835419,1,1,1,0,0,1
result.245,5.876680929,0.817660822,3.769735316,-3.025491885,-25.73290669,105.2168099,1,1,1,0,0,1
result.246,4.374240164,0.882626203,2.710871966,-2.171315883,-24.31678123,101.6990277,1,1,1,0,0,1
result.247,5.544954221,0.913693319,3.138678845,-2.71794136,-27.40060752,99.0817755,1,1,1,1,1,1
result.248,5.227662086,0.924691617,3.568255034,-0.441715122,-4.192018677,98.73523831,1,1,1,1,1,1
result.249,4.06912443,0.907837263,3.784732876,0.156061156,-6.894406556,90.03265464,1,1,1,1,0,1
result.250,4.608776414,0.949539543,3.004020758,-0.921878289,-7.624453633,102.2978597,1,1,1,1,1,1
result.1,5.896496834,0.907960946,2.749379862,-2.57322629,-23.15036397,103.8738278,1,1,1,0,1,1
result.2,4.699368397,0.908114665,3.227823066,0.07134586,-1.924929423,103.0049637,1,1,1,1,1,1
result.3,4.906070999,0.978571489,3.219663845,-1.422007863,-10.19692506,92.52682465,1,0,1,1,1,1
result.4,5.623942253,0.874447066,2.375015308,-2.567268639,-26.24616274,92.9535674,1,1,1,0,0,1
result.5,5.268375978,0.899880832,1.863817672,-2.247226039,-24.32782126,98.43110987,1,1,1,0,0,1
result.6,5.031432094,0.874077394,3.297941786,-2.483376603,-28.08922517,101.9781186,1,1,1,0,0,1
result.7,2.669307524,0.981460844,3.11537238,-1.699027704,-14.6679303,96.20306856,1,0,1,1,1,1
result.8,5.211604913,0.961235184,2.619584643,-1.88014984,-18.09950851,96.04987263,1,0,1,1,1,1
result.9,4.464964149,0.837378033,3.274821184,-2.28079058,-20.52947444,99.97233108,1,1,1,0,0,1
result.10,5.194967341,0.88160266,2.645405002,-2.12644336,-23.62305304,100.5269898,1,1,1,0,0,1
result.11,5.139807602,0.856530038,3.294410426,-2.654991956,-26.34901306,101.1825728,1,1,1,0,0,1
result.12,6.260120954,0.832187374,4.383421851,-3.065598598,-26.96015723,104.9342043,1,1,0,0,0,1
result.13,5.897872695,0.905408522,3.0443608,-0.283054943,-6.185832949,102.6963739,1,1,1,1,1,1
result.14,6.890609002,0.894625037,3.673211686,-0.655643429,-11.66782262,106.2753572,1,1,1,1,1,1
result.15,4.740591918,0.914756881,2.901142628,-2.561203783,-25.63736245,102.6031298,1,1,1,0,0,1
result.16,6.570993933,0.906923549,3.625248421,-0.553486136,-7.531315494,104.8279304,1,1,1,1,1,1
result.17,6.67443285,0.809477742,3.558415856,-2.751145356,-26.03655284,106.4985759,1,1,1,0,0,1
result.18,5.229292411,0.926460917,3.253947772,-0.845971285,-7.463161844,108.0419298,1,1,1,1,1,1
result.19,4.82412781,0.912022654,2.996900709,-2.446956059,-27.65358081,101.9125376,1,1,1,0,0,1
result.20,3.354242703,0.859530166,3.27456646,-2.443535066,-24.74609093,105.5028576,1,1,1,0,0,1
result.21,6.127809818,0.852610325,3.671682565,0.118980994,-7.850301955,106.6193684,1,1,1,1,0,1
result.22,6.889843404,0.907775035,2.785574942,-3.186494619,-32.71911061,101.3829284,1,1,1,1,1,1
result.23,3.557180787,0.933404248,3.325820313,-2.441580831,-28.74449723,105.1006527,1,1,1,0,0,1
result.24,5.685595928,0.866294853,3.603923293,-2.686122135,-27.71420347,101.460672,1,1,1,0,0,1
result.25,5.796388074,0.873357674,2.803747101,1.764321675,8.322394799,97.77460716,1,1,1,1,1,1
result.26,5.715616474,0.851860457,4.279974113,-0.018960254,-8.378646262,102.510668,1,1,1,1,0,1
result.27,5.059222103,0.950634714,3.419736984,-1.078504441,-9.302801794,99.90830164,1,0,1,1,1,1
result.28,5.322580409,0.939663377,3.092743705,-1.067487205,-9.396680229,96.17664843,1,1,1,1,1,1
result.29,2.819980893,0.983636973,2.908723726,-1.616600875,-5.692162795,100.1010891,1,0,1,1,1,1
result.30,5.785039342,0.858575061,3.632096612,-2.729270971,-25.04372021,98.83046888,1,1,1,0,0,1
result.31,6.550946971,0.92725491,2.419341591,-0.953333114,-9.479024166,89.79808632,1,1,1,1,1,0
result.32,5.161374562,0.968283844,3.282199445,-1.888086798,-14.2366861,101.8223008,1,0,1,1,1,1
result.33,4.874480098,0.924203806,2.631388649,-2.197659828,-23.675258,109.1854006,1,1,1,0,0,1
result.34,5.287770254,0.905429362,3.563596088,-2.735751734,-29.41226577,101.2842353,1,1,1,1,1,1
result.35,6.439676818,0.952640872,2.161644442,-1.301328178,-9.466375336,103.5321404,1,1,1,1,1,1
result.36,4.90837282,0.769285644,2.483090283,-2.187975883,-24.28418208,109.9322239,1,1,1,0,0,1
result.37,5.917951646,0.917919708,2.664147223,-0.332455216,-2.222743763,100.4601197,1,1,1,1,1,1
result.38,3.996228682,0.913344783,3.216632825,-1.787216033,-16.41487812,105.7902994,1,1,1,0,0,1
result.39,5.678527239,0.858299278,1.731470045,-2.275433878,-23.99092974,102.6906205,1,1,1,0,0,1
result.40,5.015051589,0.879972196,2.533175101,-2.379626901,-24.76587816,98.24950518,1,1,1,0,0,1
result.41,5.038973533,0.840700784,3.707339123,-2.427819981,-23.88321241,106.7321981,1,1,1,0,0,1
result.42,5.491397906,0.892678863,2.28092662,-2.525058878,-25.30257631,97.77750482,1,1,1,0,0,1
result.43,5.162622084,0.899808262,2.591457912,-2.332808094,-25.28504049,103.3428169,1,1,1,0,0,1
result.44,4.046099026,0.911768902,3.450319737,0.419357165,-0.830917676,103.5078631,1,1,1,1,1,1
result.45,3.589963753,0.928006248,3.759513791,0.43110014,-0.024263086,96.32563869,1,1,1,1,1,1
result.46,5.192017124,0.889080324,3.24926089,0.45635408,0.161561588,100.1228834,1,1,1,1,1,1
result.47,6.559885085,0.902438338,2.564094773,-0.408685125,-6.490167611,95.8407106,1,1,1,1,1,1
result.48,4.321258047,0.910430759,3.895486314,-2.415783596,-25.92096391,105.7005943,1,1,1,0,1,1
result.49,6.585186903,0.953961754,3.412191395,-3.8824667,-41.34906805,108.292564,1,0,1,1,1,1
result.50,4.772874003,0.886145228,2.639681251,-2.338523547,-27.14510095,105.7889619,1,1,1,0,0,1
result.51,6.184522488,0.939790874,3.707293404,-1.097148964,-10.71589146,101.3551697,1,1,1,1,1,1
result.52,5.136975344,0.891882947,2.895443435,0.313626668,-0.850634508,101.449209,1,1,1,1,1,1
result.53,4.402231614,0.904770439,2.429793966,-2.589695363,-27.6589152,100.3130183,1,1,1,0,0,1
result.54,4.41075788,0.937425378,3.162441946,-2.466244099,-28.22976141,101.8695318,1,1,1,0,1,1
result.55,4.49817684,0.915377369,2.791322538,-2.263023906,-25.76838409,99.66685391,1,1,1,0,0,1
result.56,5.113786405,0.928294354,2.847547876,-0.260151357,-2.326571876,111.8520657,1,1,1,1,1,0
result.57,5.676506307,0.872357792,3.26591087,-2.411962988,-22.07480921,104.0920106,1,1,1,0,0,1
result.58,5.673488937,0.805137928,2.876028422,-2.675377134,-25.88752162,100.3865915,1,1,1,0,0,1
result.59,4.613626583,0.943758221,3.736826007,-0.780003346,-6.165706819,101.5856599,1,1,1,1,1,1
result.60,4.07202184,0.890539417,3.042973902,-2.249418667,-25.40603763,106.4802032,1,1,1,0,0,1
result.61,4.83783174,0.946385852,3.343381837,-2.667675894,-26.12655707,99.16186778,1,1,1,1,1,1
result.62,4.218305849,0.911081601,3.124904676,-2.423545228,-25.05212941,106.9093587,1,1,1,0,0,1
result.63,5.351901649,0.855918165,3.351631442,-2.655043784,-26.50485449,107.585593,1,1,1,0,0,1
result.64,5.269808621,0.846661594,2.911193191,-2.534513694,-26.3349468,101.1369234,1,1,1,0,0,1
result.65,4.947099703,0.900764793,3.464599271,-2.672496693,-27.3297725,101.2201162,1,1,1,0,0,1
result.66,4.799367769,0.831868801,2.620373544,-2.462077236,-26.2640065,99.35936785,1,1,1,0,0,1
result.67,5.475683244,0.782455392,2.788977741,-1.965030698,-22.34671199,96.69581197,1,0,1,0,0,1
result.68,4.334780174,0.909814173,3.281899168,-2.514815904,-25.28187053,102.080441,1,1,1,0,0,1
result.69,5.477109812,0.905718661,3.751631777,-0.333680302,-6.374033859,93.51997345,1,1,1,1,1,1
result.70,6.211526675,0.857235194,3.109863347,-2.792912071,-27.90267283,100.6356203,1,1,1,0,0,1
result.71,5.184003188,0.913185338,3.202844615,-2.73011031,-28.31009879,94.50039737,1,1,1,0,1,1
result.72,6.499127029,0.897435112,2.452663553,-2.82285158,-29.90756234,99.85296859,1,1,1,0,1,1
result.73,4.679778906,0.913415437,2.184450172,-2.325670236,-25.40375304,96.4527424,1,1,1,0,0,1
result.74,4.276631696,0.89064304,3.10444409,-2.294003268,-24.05675428,101.0382312,1,1,1,0,0,1
result.75,5.398685473,0.889729777,3.674375056,-0.155148385,-7.291840253,95.89146051,1,1,1,1,1,1
result.76,4.926130694,0.810936123,2.867537445,-2.352149696,-25.91887247,111.5981022,1,1,1,0,0,0
result.77,4.24548525,0.949398372,2.424643018,-2.296053398,-22.93052996,85.56448161,1,0,1,1,1,0
result.78,4.04053043,0.951885248,2.824546361,-0.201086002,1.276011194,94.81439677,1,0,1,1,1,1
result.79,4.680333227,0.888290399,3.519664005,-2.573817254,-28.12886924,105.1139169,1,1,1,0,0,1
result.80,4.464647108,0.948215919,3.096210994,-0.859857151,-9.43893551,92.54679085,1,1,1,1,1,1
result.81,6.892048194,0.794421779,3.338747446,-2.958628044,-27.65093121,107.9498523,1,1,1,0,0,1
result.82,5.937871648,0.898915424,2.326845844,0.291265135,-1.115977839,93.6324735,1,1,1,1,1,1
result.83,5.090450296,0.912635413,3.819924276,-2.579281422,-22.87757993,96.4565947,1,1,1,1,1,1
result.84,6.733425297,0.831298556,2.650136356,-3.078102763,-28.10958457,95.77304567,1,1,1,0,0,1
result.85,4.443607999,0.878127308,3.123627825,-2.361922167,-23.56870106,92.83025479,1,1,1,0,0,1
result.86,6.184193261,0.887732713,3.128432434,-2.709169027,-26.91171538,100.1874861,1,1,1,1,1,1
result.87,4.144461255,0.838733384,3.629427977,-2.415872869,-28.48321235,107.3093319,1,1,1,0,0,1
result.88,5.12309814,0.875366194,3.190797799,-2.439552146,-21.94851854,101.8872306,1,1,1,0,0,1
result.89,3.980080846,0.887718035,2.80452033,-2.286454173,-24.48888949,101.0433296,1,1,1,0,0,1
result.90,3.741894577,0.972895904,3.160909081,-1.263337909,-10.14877626,90.08377102,1,0,1,1,1,0
result.91,5.112297507,0.939493013,3.189958985,-0.744129546,-8.511352807,96.42996152,1,1,1,1,1,1
result.92,5.460984426,0.951399881,2.671728721,-0.834419665,-4.642143572,90.39842358,1,0,1,1,1,1
result.93,5.262756759,0.834967857,3.010748284,-2.315554156,-25.21074376,105.3966396,1,1,1,0,0,1
result.94,5.665039287,0.854435246,2.395154142,-2.598007854,-28.23626253,105.2577276,1,1,1,0,0,1
result.95,4.258196581,0.902963593,3.839837006,-2.594237749,-25.25936455,96.78096613,1,1,1,0,0,1
result.96,5.200432799,0.848370165,3.651551141,-2.651244831,-25.84730487,93.90593661,1,1,1,0,0,1
result.97,5.765415286,0.916541631,1.789820289,-0.173824502,-1.042132629,98.07340016,1,1,1,1,1,1
result.98,5.815990729,0.796822101,2.177500353,-2.561803473,-26.78021122,100.4148323,1,1,1,0,0,1
result.99,6.740628653,0.865067599,1.936689376,-2.403469798,-25.1129312,104.2046584,1,1,1,0,0,1
result.100,7.781184831,0.886993564,2.747139591,-3.214185513,-29.93293409,96.394126,1,1,1,1,1,1
result.1,5.987043096,0.851479971,2.654239772,-2.315628044,-25.23889312,109.4786205,1,1,1,0,0,1
result.2,7.350124603,0.789628905,3.541335476,-2.768315903,-25.27258949,101.3790756,0,0,1,0,0,1
result.3,5.505079249,0.935438831,3.192943919,-1.227056638,-6.663103207,99.44469137,1,1,1,1,1,1
result.4,6.390962913,0.858572932,2.33787035,0.962487842,2.005281451,93.0706192,1,1,1,1,1,1
result.5,7.702654079,0.824052703,2.808437057,-2.748200705,-28.34709195,102.678905,0,1,1,0,0,1
result.6,5.193120571,0.916830038,3.327817953,-2.721147606,-28.75356878,99.11156582,1,1,1,1,1,1
result.7,3.666304255,0.963888964,3.279297334,-0.519068489,-4.517499511,93.30173374,1,0,1,1,1,1
result.8,3.609600805,0.96074227,2.656453502,-0.432523927,3.0783851,90.15113257,1,0,1,1,1,1
result.9,3.836275161,0.929745918,2.07220886,-2.262091259,-22.77745817,93.94024381,1,1,1,0,0,1
result.10,5.946034455,0.893313416,3.617899059,-0.231854931,-7.698953666,109.5781279,1,1,1,1,1,1
result.11,5.925829472,0.959684579,3.15171097,-1.261740573,-10.11366473,97.3252376,1,0,1,1,1,1
result.12,5.076026709,0.834795146,2.988528385,-2.190230307,-25.12709796,104.974225,1,1,1,0,0,1
result.13,3.263597736,0.913724444,3.251743591,-2.274223909,-24.20599863,101.3288338,0,1,1,0,0,1
result.14,5.013121592,0.931090104,2.162329756,0.073535465,3.988196975,95.92844514,1,1,1,1,1,1
result.15,4.632360391,0.938970778,3.781581497,-0.823358862,-6.239312297,103.3780406,1,1,1,1,1,1
result.16,4.20940096,0.939938974,2.987467697,-2.70247072,-26.27991757,91.96424986,1,1,1,0,0,1
result.17,5.618785611,0.912567896,2.600407212,-2.508282192,-28.36255669,103.8682946,1,1,1,0,1,1
result.18,5.153163947,0.916848944,2.681737789,-0.06036393,-2.496083814,99.00102417,1,1,1,1,1,1
result.19,3.589770858,0.904283924,3.236826839,-2.430256391,-27.40782218,97.98197712,1,1,1,0,0,1
result.20,4.063080021,0.960859893,4.172492131,-2.965085282,-26.30383637,88.19657087,1,0,1,1,1,0
